proof,name,type,token
get bánk loán needs p2m reply yes interested,False,bank/money,"['Get', 'Bánk', 'Loán', 'needs', 'P2M', 'Reply', 'Yes', 'Interested']"
get cash need avail 30k 2m cash flexible payment terms 3years interested call,False,bank/money,"['Get', 'cash', 'need', 'Avail', '30k', '2m', 'cash', 'flexible', 'payment', 'terms', '3years', 'Interested', 'Call']"
hi magrecharge 4000p makakuha 4000p mangyaring maghanap sa google 0 0 6 3  ,False,others,"['Hi', 'Magrecharge', '4000P', 'makakuha', '4000P', 'Mangyaring', 'Maghanap', 'Sa', 'Google', '0', '0', '6', '3']"
loadmax p30000 prepaid credits loaded account no 0917145 by 09752736167 tel code no 150852 09282022 sirmaam napasahan ko kau load 300 nagkamali po ako pag pasa gagamitin po yan ngaun emergncy kc pbalik  lng po sirmam ga2mitin po ung load ngaun nagkamali pag pasa pbalik po pra sa pag balik txt nyo 300 send 29752736167 mg yes  nxt message salamat,False,others,"['LoadMAX', 'P30000', 'prepaid', 'credits', 'loaded', 'ACCOUNT', 'No', '0917145', 'By', '09752736167', 'Tel', 'Code', 'No', '150852', '09282022', 'Sirmaam', 'Napasahan', 'Ko', 'Kau', 'LOAD', '300', 'nagkamali', 'Po', 'Ako', 'Pag', 'Pasa', 'Gagamitin', 'Po', 'yan', 'ngaun', 'emergncy', 'kc', 'Pbalik', 'Lng', 'Po', 'SIRMAM', 'Ga2mitin', 'po', 'ung', 'load', 'ngaun', 'nagkamali', 'pag', 'pasa', 'Pbalik', 'Po', 'PRA', 'SA', 'PAG', 'BALIK', 'TXT', 'NYO', '300', 'send', '29752736167', 'mg', 'yes', 'nxt', 'message', 'Salamat']"
new ph game platform online let play  prefer game win big cash reister now free 178 bonus only at cod11cc,False,online activity,"['New', 'PH', 'Game', 'Platform', 'Online', 'Let', 'Play', 'Prefer', 'Game', 'WiN', 'BIG', 'CasH', 'Reister', 'Now', 'FREE', '178', 'BONUS', 'ONLY', 'AT', 'cod11cc']"
great news you chosen lucky winner netflix tshirt mug to continue process reply yes thank choosing globe postpaid,False,online activity,"['Great', 'News', 'You', 'chosen', 'lucky', 'winner', 'Netflix', 'Tshirt', 'Mug', 'To', 'continue', 'process', 'reply', 'YES', 'Thank', 'choosing', 'Globe', 'Postpaid']"
4 pirasong solar lights halagang 1499 click eto bumili httpsslazadacomphsurr50 yes apat piraso dahil naka sale ngayon 100 watts isa 400 watts total watts 4 piraso good deal sobrang tipid 3 modes steady lights sensor lights dim lights,False,free,"['4', 'pirasong', 'SOLAR', 'LIGHTS', 'halagang', '1499', 'Click', 'eto', 'bumili', 'httpsslazadacomphsUrR50', 'Yes', 'Apat', 'piraso', 'Dahil', 'naka', 'SALE', 'ngayon', '100', 'watts', 'isa', '400', 'watts', 'total', 'watts', '4', 'piraso', 'Good', 'deal', 'sobrang', 'tipid', '3', 'modes', 'STEADY', 'LIGHTS', 'SENSOR', 'LIGHTS', 'DIM', 'LIGHTS']"
great news you chosen lucky winner netflix tshirt mug to continue process reply yes thank choosing globe postpaid,True,others,"['Great', 'News', 'You', 'chosen', 'lucky', 'winner', 'Netflix', 'Tshirt', 'Mug', 'To', 'continue', 'process', 'reply', 'YES', 'Thank', 'choosing', 'Globe', 'Postpaid']"
great news you chosen lucky winner netflix tshirt mug to continue process reply yes thank choosing globe postpaid,True,bank/money,"['Great', 'News', 'You', 'chosen', 'lucky', 'winner', 'Netflix', 'Tshirt', 'Mug', 'To', 'continue', 'process', 'reply', 'YES', 'Thank', 'choosing', 'Globe', 'Postpaid']"
qthanks trust smart will p1555 slot web greatplive,False,others,"['qThanks', 'trust', 'Smart', 'will', 'P1555', 'slot', 'Web', 'greatplive']"
panalo8com,False,online activity,['panalo8com']
uppinascom,False,online activity,['uppinascom']
pinasdocom,False,online activity,['pinasdocom']
arawphcom,False,others,['arawphcom']
uppinascom,False,others,['uppinascom']
pinasdocom,False,online activity,['pinasdocom']
phgreatcom,False,online activity,['phgreatcom']
uppinascom,False,others,['uppinascom']
pinaswellcom,False,online activity,['pinaswellcom']
pinaswellcom,False,online activity,['pinaswellcom']
fifacup859gmailcom,False,casino/gambling,['fifacup859gmailcom']
today only open account 10000 usdt quota limitedgoogle play app store search mybitglobal download apps,False,bank/money,"['Today', 'only', 'open', 'account', '10000', 'USDT', 'quota', 'limitedGoogle', 'play', 'APP', 'store', 'search', 'mybitglobal', 'download', 'apps']"
welcome p1222 sot web bestpinascom good lucki,False,others,"['Welcome', 'P1222', 'Sot', 'Web', 'bestpinascom', 'Good', 'LuckI']"
forwarded dd ff p888 welcome casno and s1ot ur winpinas8com omg,False,others,"['Forwarded', 'dd', 'ff', 'P888', 'welcome', 'CASNO', 'AND', 'S1OT', 'Ur', 'Winpinas8com', 'Omg']"
join t1bet spin game chance win 5555 bonus today t1betbigbonucomt1win,True,others,"['Join', 'T1BET', 'SPIN', 'game', 'chance', 'win', '5555', 'Bonus', 'today', 't1betbigbonucomT1WIN']"
nagbabagang kaganapin winning mag rehistro kuhanin jili mega jackpot 8888 bonus wp4hotcom8888bonus,True,casino/gambling,"['Nagbabagang', 'kaganapin', 'Winning', 'Mag', 'rehistro', 'Kuhanin', 'Jili', 'Mega', 'Jackpot', '8888', 'Bonus', 'wp4hotcom8888BONUS']"
nagbabagang kaganapin winning mag rehistro kuhanin jili mega jackpot 8888 bonus wp4hotcom8888bonus,True,casino/gambling,"['Nagbabagang', 'kaganapin', 'Winning', 'Mag', 'rehistro', 'Kuhanin', 'Jili', 'Mega', 'Jackpot', '8888', 'Bonus', 'wp4hotcom8888BONUS']"
hi ang youtube nagiimbita kunin 1666 b0nus cas1no bonus588 baraha baraha4 or googe 100954321,False,bank/money,"['Hi', 'Ang', 'youtube', 'nagiimbita', 'kunin', '1666', 'B0NUS', 'CAS1NO', 'bonus588', 'BARAHA', 'baraha4', 'Or', 'googe', '100954321']"
wag palagpasin libreng spin makakuha iphone 14 pro max 3 bonus wpw7ncomwinsun,True,others,"['Wag', 'palagpasin', 'libreng', 'spin', 'makakuha', 'IPHONE', '14', 'PRO', 'MAX', '3', 'bonus', 'wpw7ncomWINSUN']"
everything need roof slots games live casino sports betting  100 welcome bonus php 5000 sign now wplussexycom777fifa,True,casino/gambling,"['Everything', 'need', 'roof', 'slots', 'games', 'live', 'casino', 'sports', 'betting', '100', 'WELCOME', 'BONUS', 'Php', '5000', 'Sign', 'now', 'wplussexycom777fifa']"
goodnews today the winningplus jackpot reached 2million come try maybe one waiting it play now wpfifacom7777fifa,True,others,"['Goodnews', 'today', 'The', 'winningplus', 'jackpot', 'reached', '2Million', 'come', 'try', 'maybe', 'one', 'waiting', 'it', 'Play', 'now', 'wpfifacom7777FIFA']"
casino gaming redefined wp register now claim 100 welcome bonus php 5000 sign now wfifacupcom7777fifa,True,casino/gambling,"['Casino', 'gaming', 'redefined', 'WP', 'Register', 'now', 'claim', '100', 'WELCOME', 'BONUS', 'Php', '5000', 'Sign', 'now', 'wfifacupcom7777FIFA']"
name so many ways play sbet refer earn p400 friend sbetditocom,True,others,"['NAME', 'So', 'many', 'ways', 'Play', 'SBET', 'REFER', 'EARN', 'P400', 'friend', 'sbetditocom']"
name hurry up looking welcome bonus register now try luck new gaming platform wpluscupcom7777fifa,True,others,"['NAME', 'Hurry', 'up', 'Looking', 'welcome', 'bonus', 'Register', 'now', 'try', 'luck', 'new', 'gaming', 'platform', 'wpluscupcom7777FIFA']"
cod63 is best online casino the philippinesregister now free 178 bonus247 immediate cash inoutmore promotions cod6399xyz,False,casino/gambling,"['COD63', 'Is', 'Best', 'Online', 'Casino', 'The', 'PhilippinesRegister', 'Now', 'FREE', '178', 'BONUS247', 'Immediate', 'Cash', 'InOutMore', 'Promotions', 'cod6399xyz']"
experience sbet stable system no maintenance play jilifc bonus gcash maya grab bank available sbetnowcom,True,others,"['Experience', 'SBET', 'STABLE', 'SYSTEM', 'NO', 'MAINTENANCE', 'Play', 'JiliFC', 'bonus', 'Gcash', 'Maya', 'Grab', 'Bank', 'available', 'sbetnowcom']"
jackpot city reward club vip members win more sign now 20p 5000cash search now jackpotcityph top,True,casino/gambling,"['jackpot', 'city', 'REWARD', 'CLUB', 'vip', 'members', 'win', 'more', 'Sign', 'now', '20P', '5000CASH', 'Search', 'Now', 'jackpotcityph', 'top']"
are ready amazing rewards get limitless rebate anytime play sbet register now sbetnowcom,True,others,"['Are', 'ready', 'amazing', 'rewards', 'Get', 'limitless', 'rebate', 'anytime', 'play', 'SBET', 'Register', 'now', 'sbetnowcom']"
nka follow nb lahat make sure fb page mob media abangan onthespotlve manal0 pera huawei y5 mobmedia,False,casino/gambling,"['Nka', 'Follow', 'nb', 'lahat', 'Make', 'sure', 'FB', 'PAGE', 'MOB', 'Media', 'Abangan', 'onthespotlve', 'manal0', 'PERA', 'Huawei', 'Y5', 'MOBMedia']"
heavyweight activity share together divide 20000000mbggoogle play app store search mybitglobal download apps,False,others,"['Heavyweight', 'activity', 'Share', 'together', 'divide', '20000000MBGGoogle', 'play', 'APP', 'store', 'search', 'mybitglobal', 'download', 'apps']"
be one luckiest player  sign get 8888 bonus today wbonu,True,others,"['Be', 'One', 'Luckiest', 'Player', 'Sign', 'Get', '8888', 'Bonus', 'Today', 'wbonu']"
cod63 is best online casino the philippinesregister now free 178 bonus247 immediate cash inoutmore promotions cod11cc,False,casino/gambling,"['COD63', 'Is', 'Best', 'Online', 'Casino', 'The', 'PhilippinesRegister', 'Now', 'FREE', '178', 'BONUS247', 'Immediate', 'Cash', 'InOutMore', 'Promotions', 'cod11cc']"
mayroon akong sekritong kasanayan kumita pera internet kontakin turuan kawhatsapp1 639817102188 whatsapp2 639817102187,False,others,"['Mayroon', 'akong', 'sekritong', 'kasanayan', 'kumita', 'pera', 'Internet', 'Kontakin', 'turuan', 'kaWhatsApp1', '639817102188', 'WhatsApp2', '639817102187']"
theres reason miss out atinbet offers freebonus vip channel atinvip or search rexie rojo on fb messenger get,False,others,"['Theres', 'reason', 'miss', 'out', 'ATINBET', 'offers', 'FREEBONUS', 'VIP', 'channel', 'atinvip', 'Or', 'Search', 'Rexie', 'Rojo', 'On', 'FB', 'Messenger', 'Get']"
kaibigan lumapit akin hayaan kang maglaro gamit mobile phone kumita perawhatsapp 639851908567,False,others,"['Kaibigan', 'lumapit', 'akin', 'hayaan', 'kang', 'maglaro', 'gamit', 'mobile', 'phone', 'kumita', 'peraWhatsApp', '639851908567']"
your 10k ioan waiting you download now instant approval bitlyc4sh09,False,bank/money,"['Your', '10K', 'Ioan', 'waiting', 'you', 'Download', 'now', 'instant', 'approval', 'bitlyC4sH09']"
ang mga makakatanggap ng mensahe ay maaaring makatanggap 1000p sa wwwphbwin555com,False,online activity,"['Ang', 'Mga', 'Makakatanggap', 'Ng', 'Mensahe', 'Ay', 'Maaaring', 'Makatanggap', '1000P', 'Sa', 'wwwphbwin555com']"
hot online httpcockfightingonlineokq luckywheel 100k php everyday,False,casino/gambling,"['Hot', 'online', 'httpcockfightingonlineoKq', 'LuckyWheel', '100K', 'PHP', 'everyday']"
maglaro patok online game winning plus makakakuha 5499 3 deposito sjh0q7rtgxo w5npl7s777com777,True,online activity,"['Maglaro', 'patok', 'Online', 'Game', 'Winning', 'plus', 'makakakuha', '5499', '3', 'deposito', 'SJH0Q7RTGxo', 'w5npl7s777com777']"
im single girl 28 years old  want make male friends sincerely add chat httpscuttlydcmngwx,False,others,"['Im', 'single', 'girl', '28', 'years', 'old', 'want', 'make', 'male', 'friends', 'sincerely', 'add', 'chat', 'httpscuttlyDCMngWX']"
im single girl 28 years old  want make male friends sincerely add chat httpscuttlyacdt2lx,False,others,"['Im', 'single', 'girl', '28', 'years', 'old', 'want', 'make', 'male', 'friends', 'sincerely', 'add', 'chat', 'httpscuttlyACDT2Lx']"
dumating oportunidad idownload libre magbukas account 10 httpox4xtucom,True,online activity,"['Dumating', 'oportunidad', 'idownload', 'libre', 'magbukas', 'account', '10', 'httpox4xtucom']"
relax magtrade mybitglobal magbukas account 10 httpgcxvd2nycom,True,others,"['relax', 'magtrade', 'mybitglobal', 'Magbukas', 'account', '10', 'httpgcxvd2nycom']"
ideal choice up to 5000php welcom bonus 247 immediate cash inout httpphonlinebeautywih win big cash now,False,others,"['Ideal', 'Choice', 'Up', 'To', '5000PHP', 'Welcom', 'Bonus', '247', 'Immediate', 'Cash', 'InOut', 'httpphonlinebeautywiH', 'Win', 'Big', 'Cash', 'Now']"
may p150 sayo paginvite 3 barkada mo pwede pang bumuo 30kday extra bonus try egamesphcompromo,False,online activity,"['May', 'P150', 'sayo', 'paginvite', '3', 'barkada', 'mo', 'Pwede', 'pang', 'bumuo', '30Kday', 'extra', 'bonus', 'Try', 'egamesphcompromo']"
 write remind unclaimed entitlementcash support senior citizen email claim carolsantosxx23gmailcom,False,others,"['write', 'remind', 'unclaimed', 'entitlementcash', 'support', 'senior', 'citizen', 'Email', 'claim', 'carolsantosxx23gmailcom']"
special offers and gift watch this valentines sign now become agent bet86 message us 09292240902,False,online activity,"['SPECIAL', 'OFFERS', 'AND', 'GIFT', 'WATCH', 'THIS', 'VALENTINES', 'Sign', 'now', 'become', 'agent', 'BET86', 'Message', 'us', '09292240902']"
siguradong dobleng saya hatid dobleng rebate bet86 paano sumali message us 09292240902 visit 66773 net remove space,False,online activity,"['Siguradong', 'dobleng', 'saya', 'hatid', 'dobleng', 'rebate', 'BET86', 'Paano', 'sumali', 'Message', 'us', '09292240902', 'visit', '66773', 'net', 'remove', 'space']"
get welcome bonus now register t1bet 2000php dont miss out t1betvip  ,True,others,"['Get', 'Welcome', 'Bonus', 'now', 'Register', 'T1bet', '2000php', 'Dont', 'miss', 'out', 't1betvip']"
come claim new iphone 14promax256gb big pr1zes sbet visit us sign up sbet life,True,others,"['Come', 'claim', 'new', 'Iphone', '14PROMAX256GB', 'big', 'pr1zes', 'Sbet', 'Visit', 'us', 'sign', 'up', 'sbet', 'life']"
weekly cshback live casino 7 minimum php15 visit now register here t1phnew  ,True,bank/money,"['Weekly', 'cshback', 'live', 'casino', '7', 'minimum', 'Php15', 'Visit', 'now', 'register', 'here', 't1phnew']"
good day from wowowin your cell number won php3000000 by mr willie revillame pls text name gcash im atty mike tan thank you,False,others,"['Good', 'day', 'From', 'Wowowin', 'Your', 'cell', 'number', 'won', 'Php3000000', 'By', 'Mr', 'Willie', 'Revillame', 'Pls', 'TEXT', 'Name', 'GCash', 'Im', 'Atty', 'Mike', 'Tan', 'Thank', 'you']"
trying reaching sbet game play win visit link sbetph life,True,others,"['Trying', 'reaching', 'SBET', 'game', 'play', 'win', 'visit', 'link', 'sbetph', 'life']"
get t1cket now w1n new air pods pro big pr1zes  dont miss out winningplus xyz,True,casino/gambling,"['Get', 't1cket', 'now', 'w1n', 'New', 'Air', 'Pods', 'Pro', 'Big', 'pr1zes', 'Dont', 'miss', 'out', 'winningplus', 'xyz']"
name casino gaming redfined wp register now claim 100 welcome bonus php 5000 sign now winplusphcom,True,casino/gambling,"['Name', 'casino', 'gaming', 'redfined', 'Wp', 'Register', 'now', 'claim', '100', 'WELCOME', 'BONUS', 'Php', '5000', 'Sign', 'now', 'winplusphcom']"
name enjoy watching w1nning sabongfight search click link register sbetjilicom,True,others,"['Name', 'Enjoy', 'watching', 'w1nning', 'SABONGFIGHT', 'search', 'click', 'link', 'register', 'sbetjilicom']"
name dont miss slot games 50 daily deposit bonus p1000 jackpot city register now jackpotcitytodaycom,True,others,"['Name', 'Dont', 'miss', 'slot', 'games', '50', 'Daily', 'deposit', 'bonus', 'P1000', 'JACKPOT', 'CITY', 'Register', 'now', 'jackpotcitytodaycom']"
name love dearist life playing wp upto 2x  day 3 deposit bonus gcash winningplus7500freecom,True,bank/money,"['Name', 'love', 'dearist', 'life', 'playing', 'WP', 'upto', '2x', 'day', '3', 'DEPOSIT', 'BONUS', 'GCASH', 'winningplus7500freecom']"
hey name spin way top earn gifts the philippines number one online gaming visit now jackpotcitypromocom,True,online activity,"['Hey', 'Name', 'Spin', 'way', 'TOP', 'EARN', 'gifts', 'The', 'Philippines', 'NUMBER', 'ONE', 'online', 'gaming', 'Visit', 'now', 'jackpotcitypromocom']"
name jackpot city best gaming experience stable servers you double win win big give double events everyday rewards daily jackpotcityluckwincom,True,others,"['Name', 'JACKPOT', 'CITY', 'best', 'gaming', 'experience', 'stable', 'servers', 'you', 'DOUBLE', 'WIN', 'win', 'big', 'give', 'double', 'events', 'everyday', 'rewards', 'DAILY', 'jackpotcityluckwincom']"
name jackpot city best gaming experience stable servers customer join play earn money jackpot city win gadgets prizes search us here jackpotcityslotwincom,True,others,"['Name', 'JACKPOT', 'CITY', 'best', 'gaming', 'experience', 'stable', 'servers', 'customer', 'Join', 'play', 'earn', 'mOney', 'JACkPOT', 'CITY', 'win', 'gadgets', 'prizes', 'Search', 'us', 'here', 'jackpotcityslotwincom']"
good news name play game sbet  jili win iphone 14pro max 256gb click sign now sbetfreephcom,True,others,"['Good', 'News', 'Name', 'Play', 'game', 'SBET', 'JILI', 'win', 'IPHONE', '14PRO', 'MAX', '256GB', 'Click', 'Sign', 'now', 'sbetfreephcom']"
name laro online gaming walang maintenance magrehistro maglaro jackpotcity slots upang makuha 100 welcome bonus 2000 pesos manalo higit pa iclick jackpotcitywinrichcom,True,online activity,"['Name', 'LARO', 'ONLINE', 'GAMING', 'WALANG', 'MAINTENANCE', 'Magrehistro', 'maglaro', 'JACKPOTCITY', 'SLOTs', 'upang', 'makuha', '100', 'Welcome', 'Bonus', '2000', 'pesos', 'manalo', 'higit', 'pa', 'iclick', 'jackpotcitywinrichcom']"
name dont miss chance win burst prizes 88888 jackpot city philippines stable server sign now jackpotcitybetwincom,True,others,"['Name', 'Dont', 'miss', 'chance', 'win', 'burst', 'prizes', '88888', 'JACKPOT', 'CITY', 'PHILIPPINES', 'stable', 'server', 'Sign', 'now', 'jackpotcitybetwincom']"
name receive unlimited rebate bonus 15 total turn amount time across games others slot fishing 12 sign now sbetokadacom,True,bank/money,"['Name', 'Receive', 'unlimited', 'rebate', 'bonus', '15', 'total', 'turn', 'amount', 'time', 'across', 'games', 'others', 'slot', 'fishing', '12', 'Sign', 'now', 'sbetokadacom']"
lg888xy luckygcash lottery game based ref no generated transaction gcash makewin to 1800 rewards,False,others,"['LG888xy', 'LuckyGCash', 'lottery', 'game', 'based', 'Ref', 'No', 'generated', 'transaction', 'GCash', 'makeWin', 'To', '1800', 'Rewards']"
name welcome jackpot city play now every slots games chance win 17mso waiting register now jackpotcityph888com,True,others,"['Name', 'Welcome', 'jackpot', 'city', 'play', 'now', 'every', 'Slots', 'Games', 'chance', 'Win', '17Mso', 'waiting', 'register', 'now', 'jackpotcityph888com']"
name various gifts jackpotcity waiting redeem more p150000 free 20 you grab still last jackpotcityluckrichcom,True,others,"['Name', 'various', 'gifts', 'JACKPOTCITY', 'waiting', 'redeem', 'More', 'P150000', 'Free', '20', 'you', 'Grab', 'still', 'last', 'jackpotcityluckrichcom']"
good maamsir your unclaimed relief allowance senior citizensretired busincess owners email admin claime it scaramy05gmailcom,False,others,"['Good', 'MaamSir', 'Your', 'UNCLAIMED', 'relief', 'allowance', 'senior', 'citizensretired', 'busincess', 'owners', 'Email', 'ADMIN', 'claime', 'it', 'scaramy05gmailcom']"
name lets crack egg winning plus win php7777 more register deposit now wplusp7com,True,bank/money,"['Name', 'Lets', 'crack', 'egg', 'Winning', 'Plus', 'Win', 'Php7777', 'more', 'Register', 'Deposit', 'now', 'wplusp7com']"
name friday bet any games unlimited daily rebate 6 join jackpot city jackpotcitywinbonuscom,True,others,"['Name', 'Friday', 'Bet', 'ANY', 'games', 'UNLIMITED', 'daily', 'rebate', '6', 'Join', 'jackpot', 'City', 'jackpotcitywinbonuscom']"
good day get funds now financial needs,False,bank/money,"['Good', 'Day', 'Get', 'funds', 'now', 'financial', 'needs']"
good day we offering sangla orcr car wo taking car interested text 09177263340 adolf,False,bank/money,"['Good', 'day', 'We', 'offering', 'sangla', 'orcr', 'car', 'wo', 'taking', 'car', 'interested', 'text', '09177263340', 'Adolf']"
newly launched luxury condo ortigas 10hectare community highend mall future access subway station unimart modern living smart home features 33sqm studio 20kmo payable 47 months for details please reply send email httpsortigaslandpremiercom reply stop removed,False,,"['Newly', 'Launched', 'Luxury', 'Condo', 'Ortigas', '10hectare', 'community', 'Highend', 'mall', 'Future', 'access', 'Subway', 'Station', 'Unimart', 'Modern', 'Living', 'Smart', 'Home', 'Features', '33sqm', 'Studio', '20kmo', 'payable', '47', 'months', 'For', 'details', 'please', 'reply', 'send', 'email', 'httpsortigaslandpremiercom', 'Reply', 'STOP', 'removed']"
good day need assistance cash loan bank ask,False,bank/money,"['Good', 'day', 'need', 'assistance', 'cash', 'Loan', 'bank', 'Ask']"
good day carehealth offers health plan package 3 10 yrs maximized coverage2 5yrs pay only  comprehensive health care insurance transferable assignable  money backno medical exam requiredages 7yrs 69yrs old if interested pls reply nameageand location prequalification purposeshurry this program will last feb 20 plan senior citizen will phase soon ignore interestedthank you,False,,"['Good', 'day', 'Carehealth', 'offers', 'Health', 'Plan', 'package', '3', '10', 'yrs', 'maximized', 'coverage2', '5yrs', 'pay', 'only', 'comprehensive', 'Health', 'Care', 'Insurance', 'transferable', 'assignable', 'Money', 'backNO', 'MEDICAL', 'EXAM', 'RequiredAges', '7yrs', '69yrs', 'old', 'If', 'interested', 'pls', 'reply', 'NameAgeand', 'location', 'prequalification', 'purposesHURRY', 'This', 'Program', 'will', 'last', 'Feb', '20', 'plan', 'Senior', 'Citizen', 'will', 'phase', 'soon', 'Ignore', 'interestedThank', 'you']"
short cash call 02 7505 0284 look ms haydie ty,False,bank/money,"['Short', 'cash', 'call', '02', '7505', '0284', 'look', 'ms', 'Haydie', 'TY']"
yes po mam bea sorry late reply shih tzu puppies pwede po installment 3mos1year pay po kayo reply mam bea 09178812711 thank you,False,,"['Yes', 'po', 'Mam', 'Bea', 'sorry', 'late', 'reply', 'Shih', 'tzu', 'puppies', 'pwede', 'po', 'installment', '3mos1year', 'pay', 'po', 'kayo', 'reply', 'mam', 'Bea', '09178812711', 'Thank', 'you']"
yes po mam bea sorry late reply shih tzu puppies pwede po installment 3mos1year pay pwede rin po full payment swap thank you,False,,"['Yes', 'po', 'Mam', 'Bea', 'sorry', 'late', 'reply', 'Shih', 'tzu', 'puppies', 'pwede', 'po', 'installment', '3mos1year', 'pay', 'pwede', 'rin', 'po', 'full', 'payment', 'Swap', 'Thank', 'you']"
good day jane here needcash avail up 50k2m lóan calltext 0275050845 more info,False,bank/money,"['Good', 'day', 'JANE', 'HERE', 'NEEDCASH', 'AVAIL', 'UP', '50K2M', 'LÓAN', 'CALLTEXT', '0275050845', 'MORE', 'INFO']"
funds personal use we happy assist you,False,bank/money,"['Funds', 'personal', 'use', 'We', 'happy', 'assist', 'you']"
get cash need 50k2m thru bank 1 100 legitimate fees collected 2 must employed least 30k monthly income 3 open business owner must credit card if interested pls text call 09173089694deo,False,bank/money,"['Get', 'CASH', 'need', '50k2M', 'thru', 'Bank', '1', '100', 'legitimate', 'fees', 'collected', '2', 'Must', 'employed', 'least', '30k', 'monthly', 'income', '3', 'Open', 'business', 'owner', 'must', 'credit', 'card', 'If', 'interested', 'pls', 'text', 'call', '09173089694Deo']"
employed avail 20k 2m cashloan interested call,False,bank/money,"['Employed', 'Avail', '20k', '2M', 'CashLoan', 'Interested', 'Call']"
needcash we offer 50k2m no cashout fast appróvedcall txt 09063444811 look msshei,False,bank/money,"['NeedCash', 'We', 'OFFER', '50k2M', 'No', 'cASHOUT', 'fast', 'appróvedcall', 'txt', '09063444811', 'look', 'msshei']"
our company needs you homebased business earn using our copypaste system earn big while at home interested click link below mme539184807024015,False,work,"['OUR', 'COMPANY', 'NEEDS', 'YOU', 'HOMEBASED', 'BUSINESS', 'EARN', 'USING', 'OUR', 'COPYPASTE', 'SYSTEM', 'EARN', 'BIG', 'WHILE', 'AT', 'HOME', 'INTERESTED', 'CLICK', 'LINK', 'BELOW', 'mme539184807024015']"
borrow much 2m personal use interested message me,False,bank/money,"['Borrow', 'MUCH', '2M', 'personal', 'use', 'interested', 'message', 'me']"
hi hope well as covid19 pandemic continues take hold around worl industries impacted however real estate always dynamic sector adapts changes new trends quickly time chaos provides opportunities real estate stronghold economy everything goes back normal take advantage very investorfriendly payment schemes promos never before hurry avail no downpayment promo scheme available kindly send name email address details thank you,False,,"['HI', 'Hope', 'well', 'As', 'COVID19', 'pandemic', 'continues', 'take', 'hold', 'around', 'worl', 'industries', 'impacted', 'However', 'Real', 'Estate', 'always', 'dynamic', 'sector', 'adapts', 'changes', 'new', 'trends', 'quickly', 'Time', 'chaos', 'provides', 'opportunities', 'Real', 'Estate', 'stronghold', 'economy', 'everything', 'goes', 'back', 'normal', 'Take', 'advantage', 'Very', 'InvestorFriendly', 'Payment', 'Schemes', 'Promos', 'never', 'before', 'HURRY', 'avail', 'NO', 'DOWNPAYMENT', 'PROMO', 'scheme', 'available', 'Kindly', 'send', 'name', 'email', 'address', 'details', 'Thank', 'you']"
need homebasedonline business earn using copypaste system for details watch free live webinar message here mmeclizadaonlinebusinessph,False,work,"['Need', 'HOMEBASEDONLINE', 'BUSINESS', 'Earn', 'using', 'COPYPASTE', 'SYSTEM', 'For', 'details', 'watch', 'FREE', 'Live', 'Webinar', 'message', 'here', 'mmeclizadaonlinebusinessph']"
hi there we offer fund financial needs if interested reply yes,False,bank/money,"['Hi', 'there', 'We', 'offer', 'FUND', 'financial', 'NEEDS', 'If', 'interested', 'reply', 'YES']"
online ka ba lagi gawin natin source of income yan be one of us and earn money while at home interested click the link below mme100563238914775,False,work,"['ONLINE', 'KA', 'BA', 'LAGI', 'GAWIN', 'NATIN', 'SOURCE', 'OF', 'INCOME', 'YAN', 'BE', 'ONE', 'OF', 'US', 'AND', 'EARN', 'MONEY', 'WHILE', 'AT', 'HOME', 'INTERESTED', 'CLICK', 'THE', 'LINK', 'BELOW', 'mme100563238914775']"
urgent briefing regarding entitlementemail now unclaimed covid 19 cash allowance support fundcrmr1805gmailcom,False,others,"['Urgent', 'briefing', 'regarding', 'EntitlementEmail', 'now', 'unclaimed', 'Covid', '19', 'cash', 'allowance', 'support', 'fundcrmr1805gmailcom']"
borrow funds meet needs text yes details,False,bank/money,"['Borrow', 'Funds', 'meet', 'needs', 'Text', 'Yes', 'details']"
need cash apply now personal cash loan 80k 2m thru bank 1 no fees collected 100 legit 2 must regular employee  20k monthly income 3 for bpo  25k monthly income 3yrs length stay for inquiries text call 09171040431denny ignore text interest,False,bank/money,"['Need', 'Cash', 'apply', 'now', 'Personal', 'Cash', 'Loan', '80k', '2M', 'thru', 'Bank', '1', 'No', 'Fees', 'collected', '100', 'legit', '2', 'Must', 'regular', 'Employee', '20k', 'monthly', 'income', '3', 'For', 'BPO', '25k', 'monthly', 'income', '3yrs', 'length', 'stay', 'For', 'inquiries', 'text', 'call', '09171040431Denny', 'Ignore', 'text', 'interest']"
tanggal lamig tanggal sakit katawan mag relax new rechargeable muscle massage gun order now 35 off click below httpsslazadacomphsdkcfk,False,others,"['Tanggal', 'lamig', 'Tanggal', 'sakit', 'Katawan', 'Mag', 'RELAX', 'NEW', 'Rechargeable', 'Muscle', 'MASSAGE', 'GUN', 'ORDER', 'NOW', '35', 'OFF', 'CLICK', 'BELOW', 'httpsslazadacomphsdKCfk']"
dont stressed cash you still borrow 30k 2m ask how,False,bank/money,"['Dont', 'stressed', 'cash', 'You', 'still', 'borrow', '30k', '2M', 'ask', 'HOW']"
swf c19 fund for senior citizen ti is offical for you janetsants255gmailcom,False,bank/money,"['SWF', 'C19', 'FUND', 'FOR', 'SENIOR', 'CITIZEN', 'TI', 'IS', 'OFFICAL', 'FOR', 'YOU', 'janetsants255gmailcom']"
